"","PubmedID","Title","Abstract","Journal","Volume","Issue"
"34","29427763","Global distribution of NA1 genotype of respiratory syncytial virus and its evolutionary dynamics assessed from the past 11<U+202F>years.","Respiratory syncytial virus (RSV) is a potent pathogen having global distribution. The main purpose of this study was to gain an insight into distribution pattern of the NA1 genotype of group A RSV across the globe together with its evolutionary dynamics. We focused on the second hypervariable region of the G protein gene and used the same for Phylogenetic, Bayesian and Network analyses. Eighteen percent of the samples collected from 500 symptomatic pediatric patients with acute respiratory tract infection (ARI) were found to be positive for RSV during 2011-15 from New Delhi, India. Of these, group B RSV was predominant and clustered into two different genotypes (BA and SAB4). Similarly, group A viruses clustered into two genotypes (NA1 and ON1). The data set from the group A viruses included 543 sequences from 23 different countries including 67 strains from India. The local evolutionary dynamics suggested consistent virus population of NA1 genotype in India during 2009 to 2014. The molecular clock analysis suggested that most recent common ancestor of group A and NA1 genotype have emerged in during the years 1953 and 2000, respectively. The global evolutionary rates of group A viruses and NA1 genotype were estimated to be 3.49<U+202F>×<U+202F>10<sup>-3</sup>(95% HPD, 2.90-4.17<U+202F>×<U+202F>10<sup>-3</sup>) and 3.56<U+202F>×<U+202F>10<sup>-3</sup>(95% HPD, 2.91<U+202F>×<U+202F>10<sup>-3</sup>-4.18<U+202F>×<U+202F>10<sup>-3</sup>) substitution/site/year, respectively. Analysis of the NA1 genotype of group A RSV reported during 11<U+202F>years i.e. from 2004 to 2014 showed its dominance in 21 different countries across the globe reflecting its evolutionary dynamics. The Network analysis showed highly intricate but an inconsistent pattern of haplotypes of NA1 genotype circulating in the world. Present study seems to be first comprehensive attempt on global distribution and evolution of NA1 genotype augmenting the optimism towards the vaccine development.","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",NA,NA
"35","29427663","Intracellular formyl peptide receptor regulates naïve CD4 T cell migration.","We found that formyl peptide receptor (FPR) 1 and FPR3 were expressed intracellularly and/or the nucleus of naïve CD4 T cell. Activation of naïve CD4 T cells with synthetic intracellular agonists dTAT-WKYMVm and CTP-WKYMVm for FPR members stimulated CD4 T cell migration via pertussis toxin-sensitive manner. Knockdown of FPR1, but not knockdown of FPR3, blocked dTAT-WKYMVm-induced naïve CD4 T cell migration. Stimulation of naïve CD4 T cells with dTAT-WKYMVm elicited the activation of ERK, p38<U+202F>MAPK, and Akt. Activation of CD4 T cells with anti-CD3 and anti-CD28 antibodies caused surface expression of FPR1 and FPR3, but not FPR2. CD4 T cells isolated from sepsis patients expressed the three members of FPR family on their cell surface. Taken together, our results suggest that intracellular FPR in naïve CD4 T cells and surface FPRs in activated CD4 T cells might regulate immune responses by regulating CD4 T cell activity.","Biochemical and biophysical research communications",NA,NA
"36","29427624","Adenosine Metabolism, Immunity and Joint Health.","The purine nucleoside adenosine is a present in most body fluids where it regulates a wide variety of physiologic and pharmacologic processes. Adenosine mediates its effects through activating 4 G protein-coupled receptors expressed on the cell membrane: A1, A2A, A2B, and A3. The adenosine receptors are widely distributed in the body, and tissues with high expression include immune tissues, cartilage, bone, heart, and brain. Here we review the source and metabolism of adenosine and the role of adenosine in regulating immunity and cartilage biology.","Biochemical pharmacology",NA,NA
"37","29425508",NA,"Exercise has beneficial effects on metabolism and on tissues. The exercise-induced muscle factor ß-aminoisobutyric acid (BAIBA) plays a critical role in the browning of white fat and in insulin resistance. Here we show another function for BAIBA, that of a bone-protective factor that prevents osteocyte cell death induced by reactive oxygen species (ROS). l-BAIBA was as or more protective than estrogen or N-acetyl cysteine, signaling through the Mas-Related G Protein-Coupled Receptor Type D (MRGPRD) to prevent the breakdown of mitochondria due to ROS. BAIBA supplied in drinking water prevented bone loss and loss of muscle function in the murine hindlimb unloading model, a model of osteocyte apoptosis. The protective effect of BAIBA was lost with age, not due to loss of the muscle capacity to produce BAIBA but likely to reduced Mrgprd expression with aging. This has implications for understanding the attenuated effect of exercise on bone with aging.","Cell reports","22","6"
"38","29425482","To Bind or Not to Bind: Unravelling GPCR Polypharmacology.","Interaction of a single drug with multiple targets through &quot;polypharmacology&quot; is increasingly recognized as necessary for treatment of complex diseases, such as schizophrenia. G protein-coupled receptors (GPCRs) are major medicinal targets, and understanding the structural basis of both GPCR drug selectivity and promiscuity could provide novel avenues for drug development.","Cell","172","4"
"39","29425245","Unique pharmacological properties of serotonergic G-protein coupled receptors from cestodes.","BACKGROUND: Cestodes are a diverse group of parasites, some of them being agents of neglected diseases. In cestodes, little is known about the functional properties of G protein coupled receptors (GPCRs) which have proved to be highly druggable targets in other organisms. Notably, serotonergic G-protein coupled receptors (5-HT GPCRs) play major roles in key functions like movement, development and reproduction in parasites.PRINCIPAL FINDINGS: Three 5-HT GPCRs from Echinococcus granulosus and Mesocestoides corti were cloned, sequenced, bioinformatically analyzed and functionally characterized. Multiple sequence alignment with other GPCRs showed the presence of seven transmembrane segments and conserved motifs but interesting differences were also observed. Phylogenetic analysis grouped these new sequences within the 5-HT7 clade of GPCRs. Molecular modeling showed a striking resemblance in the spatial localization of key residues with their mammalian counterparts. Expression analysis using available RNAseq data showed that both E. granulosus sequences are expressed in larval and adult stages. Localization studies performed in E. granulosus larvae with a fluorescent probe produced a punctiform pattern concentrated in suckers. E. granulosus and M. corti larvae showed an increase in motility in response to serotonin. Heterologous expression revealed elevated levels of cAMP production in response to 5-HT and two of the GPCRs showed extremely high sensitivity to 5-HT (picomolar range). While each of these GPCRs was activated by 5-HT, they exhibit distinct pharmacological properties (5-HT sensitivity, differential responsiveness to ligands).SIGNIFICANCE: These data provide the first functional report of GPCRs in parasitic cestodes. The serotoninergic GPCRs characterized here may represent novel druggable targets for antiparasitic intervention.","PLoS neglected tropical diseases","12","2"
"40","29425186","Effect of Ball Mill Treatment on the Physicochemical Properties and Digestibility of Protein Extracts Generated from Scallops (Chlamys farreri).","","International journal of molecular sciences","19","2"
"41","29424466","Differential local tissue permissiveness influences the final fate of GPR17-expressing oligodendrocyte precursors in two distinct models of demyelination.","","Glia",NA,NA
"42","29423136",NA,"","MedChemComm","8","10"
"43","29422840","Mechanisms Underlying Serotonergic Excitation of Callosal Projection Neurons in the Mouse Medial Prefrontal Cortex.","","Frontiers in neural circuits","12",NA
"44","29422837","Signatures of Altered Gene Expression in Dorsal Root Ganglia of a Fabry Disease Mouse Model.","Fabry disease is an X-linked lysosomal storage disorder with involvement of the nervous system. Accumulation of glycosphingolipids within peripheral nerves and/or dorsal root ganglia results in pain due to small-fiber neuropathy, which affects the majority of patients already in early childhood. The a-galactosidase A deficient mouse proved to be an adequate model for Fabry disease, as it shares many symptoms including altered temperature sensitivity and pain perception. To characterize the signatures of gene expression that might underlie Fabry disease-associated sensory deficits and pain, we performed one-color based hybridization microarray expression profiling of DRG explants from adult a-galactosidase A deficient mice and age-matched wildtype controls. Protein-protein interaction (PPI) and pathway analyses were performed for differentially regulated mRNAs. We found 812 differentially expressed genes between adult a-galactosidase A deficient mice and age-matched wildtype controls, 506 of them being upregulated, and 306 being downregulated. Among the enriched pathways and processes, the disease-specific pathways &quot;lysosome&quot; and &quot;ceramide metabolic process&quot; were identified, enhancing reliability of the current analysis. Novel pathways that we identified include &quot;G-protein coupled receptor signaling&quot; and &quot;retrograde transport&quot; for the upregulated genes. From the analysis of downregulated genes, immune-related pathways, autoimmune, and infection pathways emerged. The current analysis is the first to present a differential gene expression profile of DRGs from a-galactosidase A deficient mice, thereby providing knowledge on possible mechanisms underlying neuropathic pain related symptoms in Fabry patients. Therefore, the presented data provide new insights into the development of the pain phenotype and might lead to new treatment strategies.","Frontiers in molecular neuroscience","10",NA
"45","29422775","Down regulation of G protein-coupled receptor 137 expression inhibits proliferation and promotes apoptosis in leukemia cells.","G protein-coupled receptors (GPR) are involved in a wide range of physiological processes, some of which, however, can be hijacked by tumor cells. Over-expression of G protein-coupled receptors 137 (GPR137) are associated with the growth of tumor cells, but under-expression of GPR137 has shown to inhibit cell proliferation in several different types of cancers. Currently, the role of GPR137 in leukemia is still unclear. In this study, the effect of under-expression of GPR137 on inhibiting the proliferation of leukemia cells is explored, to identify a novel target for leukemia treatment.</AbstractText>: G protein-coupled receptors (GPR) are involved in a wide range of physiological processes, some of which, however, can be hijacked by tumor cells. Over-expression of G protein-coupled receptors 137 (GPR137) are associated with the growth of tumor cells, but under-expression of GPR137 has shown to inhibit cell proliferation in several different types of cancers. Currently, the role of GPR137 in leukemia is still unclear. In this study, the effect of under-expression of GPR137 on inhibiting the proliferation of leukemia cells is explored, to identify a novel target for leukemia treatment.In this study, lentivirus-mediated RNA interference (RNAi) was employed to investigate the role of GPR137 in two leukemia cell lines K562 and HL60. The gene expression of GPR137 was analyzed by RT-PCR and its protein expression was determined by Western blot. Flow cytometry and Annexin V/7-AAD Apoptosis Detection Kit was used respectively in cell cycle and apoptosis analysis. The protein expression of CyclinD1, CDK4, BCL-2 and caspase-3 were also determined.</AbstractText>: In this study, lentivirus-mediated RNA interference (RNAi) was employed to investigate the role of GPR137 in two leukemia cell lines K562 and HL60. The gene expression of GPR137 was analyzed by RT-PCR and its protein expression was determined by Western blot. Flow cytometry and Annexin V/7-AAD Apoptosis Detection Kit was used respectively in cell cycle and apoptosis analysis. The protein expression of CyclinD1, CDK4, BCL-2 and caspase-3 were also determined.There was high level of constitutive expression of GPR137 in leukemia cancer cell lines K562 and HL60. Lentivirus-mediated RNAi could significantly down-regulate gene and protein expression of GPR137 in both cell lines. Down regulation of GPR137 was associated with the reduction in proliferation rate and colony forming capacity. In addition, down regulation of GPR137 arrested cells in the G0/G1 phase of cell cycle and induced apoptosis in both leukemia cell lines K562 and HL60.</AbstractText>: There was high level of constitutive expression of GPR137 in leukemia cancer cell lines K562 and HL60. Lentivirus-mediated RNAi could significantly down-regulate gene and protein expression of GPR137 in both cell lines. Down regulation of GPR137 was associated with the reduction in proliferation rate and colony forming capacity. In addition, down regulation of GPR137 arrested cells in the G0/G1 phase of cell cycle and induced apoptosis in both leukemia cell lines K562 and HL60.The expression of GPR137 is associated with the proliferation of leukemia cell lines. Down regulation of GPR137 could inhibit proliferation and promote apoptosis in leukemia cells, which makes it a promising bio-marker and therapeutic target to treat patients with leukemia.</AbstractText>: The expression of GPR137 is associated with the proliferation of leukemia cell lines. Down regulation of GPR137 could inhibit proliferation and promote apoptosis in leukemia cells, which makes it a promising bio-marker and therapeutic target to treat patients with leukemia.","Cancer cell international","18",NA
"46","29421611","GPR30 activation improves memory and facilitates DHPG-induced LTD in the hippocampal CA3 of middle-aged mice.","Reduced estrogen levels and decreased expression of related receptors are typical cerebral features of aging. The G protein-coupled estrogen receptor 1 (GPER1, also known as GPR30) is considered a novel therapeutic target for neurodegenerative diseases. In this study, we demonstrated that hippocampal GPR30 expression was reduced in middle-aged mice compared with young adult mice. GPR30 agonist G1 improved both fear and spatial memory in both male and female middle-aged mice, but not in young adult mice, which were blocked by the GPR30 antagonist G15. Interestingly, a group I metabotropic glutamate receptor (mGluR) agonist, 3,5-dihydroxyphenylglycine (DHPG)-induced long-term depression (LTD) in mossy fiber-cornu ammonis 3 (MF-CA3) synapses but not Schaffer collateral-CA1 (SC-CA1) synapses was facilitated in brain slices from G1-treated middle-aged mice. Long-term potentiation (LTP) in SC-CA1 synapses was not affected in slices from G1-treated mice. The effects of GPR30 activation on memory and DHPG-LTD in MF-CA3 synapses were further confirmed by viral expression of GPR30 in the CA3. The regulation of hippocampal synaptic plasticity by G1 treatment might be related to brain-derived neurotrophic factor (BDNF)-tropomyosin receptor kinase B (TrkB) signaling, as G15 also blocked G1-induced activation of the BDNF-TrkB pathway. Moreover, we found that DHPG triggered GluA internalization in slices from G1-treated mice but not control mice. Pharmacological experiments showed that G1-mediated facilitation of DHPG-induced LTD in MF-CA3 synapses was dependent on protein kinase B (Akt), mammalian target of rapamycin (mTor), and TrkB signaling. In conclusion, our results indicate that GPR30 activation improves memory in middle-aged mice, likely through facilitating synaptic plasticity in the CA3. This study provides novel evidence that GPR30 activation can improve memory in middle-aged animals.","Neurobiology of learning and memory","149",NA
"47","29420307","The roles of special proresolving mediators in pain relief.","The resolution of acute inflammation, once thought to be a passive process, is now recognized as an active one. The productions of endogenous special proresolving mediators (SPMs) are involved in this process. SPMs, including lipoxins, resolvins, protectins, and maresins, are endogenous lipid mediators generated from <U+03C9>-6 arachidonic acid or <U+03C9>-3 poly-unsaturated fatty acids during the resolution phase of acute inflammation. They have potent anti-inflammatory and proresolving actions in various inflammatory disorders. Due to the potent proresolving and anti-inflammatory effects, SPMs are also used for pain relief. This review focuses on the mechanisms by which SPMs act on their respective G-protein-coupled receptors in immune cells and nerve cells to normalize pain via regulating inflammatory mediators, transient receptor potential ion channels, and central sensitization. SPMs may offer novel therapeutic approaches for preventing and treating pain conditions associated with inflammation.","Reviews in the neurosciences",NA,NA
"48","29420253","The C-X-C signalling system in the rodent vs primate testis: Impact on germ cell niche interaction.","In zebrafish, action of the chemokine Cxcl12 is mediated through its G-protein coupled seven-transmembrane domain receptor Cxcr4 and the atypical receptor Cxcr7. Employing this animal model it was revealed that this Cxcl12 signalling system plays a crucial role for directed migration of primordial germ cells (PGC) during early testicular development. Importantly, subsequent studies indicated that this regulatory mechanism is evolutionarily conserved also in mice. What is more, the functional role of the CXCL12 system does not seem to be limited to early phases of testicular development. Data from mouse studies rather demonstrate that CXCL12 and its receptors are also involved in the homing process of gonocytes into their niches at the basal membrane of the seminiferous tubules. Intriguingly, even the spermatogonial stem cells (SSCs) present in the adult mouse testis appear to maintain the ability to migrate towards a CXCL12 gradient as demonstrated by functional in vitro migration assays and in vivo germ cell transplantation assays. These findings not only indicate a role of the CXCL12 system throughout male germ cell development in mice but also suggest that this system may be evolutionarily conserved. In this review we take into account the available literature focusing on the localization patterns of the CXCL12 system not only in rodents but also in primates, including the human. Based on these data we discuss whether the CXCL12 system is also conserved between rodents and primates and discuss the known and potential functional consequences.","Reproduction (Cambridge, England)",NA,NA
"49","29420171","AP2? Mutations Impair Calcium-Sensing Receptor Trafficking and Signaling, and Show an Endosomal Pathway to Spatially Direct G-Protein Selectivity.","","Cell reports","22","4"
"50","29420165","Relationship between G proteins coupled receptors and tight junctions.","Tight junctions (TJs) are sites of cell-cell adhesion, constituted by a cytoplasmic plaque of molecules linked to integral proteins that form a network of strands around epithelial and endothelial cells at the uppermost portion of the lateral membrane. TJs maintain plasma membrane polarity and form channels and barriers that regulate the transit of ions and molecules through the paracellular pathway. This structure that regulates traffic between the external milieu and the organism is affected in numerous pathological conditions and constitutes an important target for therapeutic intervention. Here, we describe how a wide array of G protein-coupled receptors that are activated by diverse stimuli including light, ions, hormones, peptides, lipids, nucleotides and proteases, signal through heterotrimeric G proteins, arrestins and kinases to regulate TJs present in the blood-brain barrier, the blood-retinal barrier, renal tubular cells, keratinocytes, lung and colon, and the slit diaphragm of the glomerulus.","Tissue barriers",NA,NA
"51","29420109","Vasodilation and Antihypertensive Activities of Swietenia macrophylla (Mahogany) Seed Extract.","","Journal of medicinal food",NA,NA
"52","29420021","A selective photoaffinity probe enables assessment of cannabinoid CB2 receptor expression and ligand engagement in human cells.","Chemical tools and methods that report on G protein-coupled receptor (GPCR) expression levels and receptor occupancy by small molecules are highly desirable. We report the development of LEI121 as a photoreactive probe to study the type 2 cannabinoid receptor (CB2R), a promising GPCR to treat tissue injury and inflammatory diseases. LEI121 is the first CB2R-selective bifunctional probe that covalently captures CB2R upon photoactivation. An incorporated alkyne serves as ligation handle for the introduction of reporter groups. LEI121 enables target engagement studies and visualization of endogenously expressed CB2R in HL-60 as well as primary human immune cells using flow cytometry. Our findings show that strategically functionalized probes allow monitoring of endogenous GPCR expression and engagement in human cells using tandem photo-click chemistry and hold promise as biomarkers in translational drug discovery.","Journal of the American Chemical Society",NA,NA
"53","29417303","Pseudohypoparathyroidism type 1B in a patient conceived by in vitro fertilization: another imprinting disorder reported with assisted reproductive technology.","Pseudohypoparathyroidism type 1B (PHP1B) is characterized by renal tubular resistance to parathyroid hormone (PTH) leading to hyperphosphatemia, hypocalcemia, elevated PTH, and hyperparathyroid bone changes. PHP1B is an imprinting disorder that results from loss of methylation at the maternal GNAS gene, which suppresses transcription of the alpha subunit of the stimulatory G protein of the PTH receptor. Emerging evidence supports an association between assisted reproductive technologies (ART) and imprinting disorders; however, there is currently little evidence linking PHP1B and ART. We present a twin boy conceived by ART to parents with no history of subfertility who presented at age 12 with bilateral slipped capital femoral epiphysis and bilateral genu valgum deformity. Clinical and laboratory investigation revealed markedly elevated PTH, low ionized calcium, elevated phosphorus, TSH resistance, and skeletal evidence of hyperparathyroidism, leading to the diagnosis of PHP1B. A partial loss of methylation at the GNAS exon A/B locus was observed. The patient's dizygotic twin sibling was asymptomatic and had normal laboratory evaluation. This is the second reported case of a child with PHP1B conceived by ART, further supporting the possibility that ART may lead to an increased risk for imprinting defects.","Journal of assisted reproduction and genetics",NA,NA
"54","29417241","Myxovirus resistance protein A inhibits hepatitis C virus replication through JAK-STAT pathway activation.","The interferon-inducible dynamin-like GTPase myxovirus resistance protein A (MxA) exhibits activity against multiple viruses. However, its role in the life cycle of hepatitis C virus (HCV) is unclear, and the mechanisms underlying the anti-HCV activity of MxA require further investigation. In this study, we demonstrated that exogenous MxA expression in the Huh7 and Huh7.5.1 hepatoma cell lines significantly decreased the levels of HCV RNA and core proteins, whereas MxA knockdown exerted the opposite effect. MxA-mediated inhibition of HCV replication was found to involve the JAK-STAT pathway: STAT1 phosphorylation and the expression of IFN-stimulated genes (ISGs) such as guanylate-binding protein 1 and 2'-5'-oligoadenylate synthetase 1 were augmented by MxA overexpression and reduced by endogenous MxA silencing. Treatment with the JAK inhibitor ruxolitinib abrogated the MxA-mediated suppression of HCV replication and activation of the JAK-STAT pathway. Additionally, transfection with an MxA mutant with disrupted GTP-binding consensus motifs abrogated activation of the JAK-STAT pathway and resistance to HCV replication. This study shows that MxA inhibits HCV replication by activating the JAK-STAT signaling pathway through a mechanism involving its GTPase function.","Archives of virology",NA,NA
"55","29416853","New insights in chemokine signaling.","Chemokine signaling is essential for coordinated cell migration in health and disease to specifically govern cell positioning in space and time. Typically, chemokines signal through heptahelical, G protein-coupled receptors to orchestrate cell migration. Notably, chemokine receptors are highly dynamic structures and signaling efficiency largely depends on the discrete contact with the ligand. Promiscuity of both chemokines and chemokine receptors, combined with biased signaling and allosteric modulation of receptor activation, guarantees a tightly controlled recruitment and positioning of individual cells within the local environment at a given time. Here, we discuss recent insights in understanding chemokine gradient formation by atypical chemokine receptors and how typical chemokine receptors can transmit distinct signals to translate guidance cues into coordinated cell locomotion in space and time.","F1000Research","7",NA
"56","29416810",NA,"","Oncotarget","9","2"
"57","29416745","iTRAQ analysis of a mouse acute myocardial infarction model reveals that vitamin D binding protein promotes cardiomyocyte apoptosis after hypoxia.","The proteome profile changes after acute myocardial infarction (AMI) and the roles played by important protein species remain poorly understood. Here, we constructed a mouse AMI model by ligating the left coronary artery of male C57B/6J mice to investigate the molecular changes after AMI on the protein level. Total proteins of the left ventricle were extracted and quantitatively analyzed by isobaric tags using relative and absolute quantitation (iTRAQ) technologies. The transcript and protein levels of important genes were further validated using quantitative polymerase chain reaction and western blot. An oxygen and glucose deprivation/reperfusion cell model was constructed using H9C2 cells to further validate the expression patterns and functions of important proteins after hypoxia. Seven hundred seventy-six proteins were identified as differentially abundant proteins after AMI, of which 406 were accumulated, and 370 were reduced. Gene ontology enrichment analysis showed that the most enriched molecular function category terms were binding, including calcium ion biding, GTP binding, actin binding and lipid binding. The expression levels of vitamin D binding protein (VDBP) and its related proteins were increased in both left ventricular tissue and H9C2 cells after ischemia-hypoxia. Overexpression of VDBP in H9C2 cells reduced vitamin D receptor and promoted the cell apoptosis rate after hypoxia. Our data provided new insights into proteome profile changes after AMI and indicated that VDBP could promote cardiomyocyte apoptosis after hypoxia.","Oncotarget","9","2"
"58","29416634","Loss of epithelium-specific GPx2 results in aberrant cell fate decisions during intestinal differentiation.","The selenoprotein glutathione peroxidase 2 (GPx2) is expressed in the epithelium of the gastrointestinal tract, where it is thought to be involved in maintaining mucosal homeostasis. To gain novel insights into the role of GPx2, proteomic profiles of colonic tissues either derived from wild type (WT) or GPx2 knockout (KO) mice, maintained under selenium (Se) deficiency or adequate Se supplementation conditions were established and analyzed. Amongst the panel of differentially expressed proteins, the calcium-activated chloride channel regulator 1 (CLCA1) was significantly down-regulated in GPx2 KO versus WT mice regardless of the given Se status. Moreover, transcript levels of the isoforms CLCA2 and CLCA3 showed a similar expression pattern. In the intestine, CLCA1 is usually restricted to mucin-producing goblet cells. However, although -SeKO mice had the highest numbers of goblet cells as confirmed by significantly enhanced mRNA expression levels of the goblet cell marker mucin-2, the observed expression pattern suggests that GPx2 KO goblet cells might be limited in synthesizing CLCA1. Furthermore, transcript levels of differentiation markers such as chromogranin-1 (Chga) for enteroendocrine cells and leucine-rich repeat-containing G-protein coupled receptor 5 (Lgr5) for stem cells were also downregulated in GPx2 KO mice. Moreover, this was accompanied by a downregulation of the mRNA expression levels of the intestinal hormones glucagon-like peptide 1 (Glp1), ghrelin (Ghrl) and somatostatin (Sst). Thus, it seems that GPx2 might be important for the modulation of cell fate decisions in the murine intestinal epithelium.","Oncotarget","9","1"
"59","29416136","Proteinases and their receptors in inflammatory arthritis: an overview.","Proteinases are enzymes with established roles in physiological and pathological processes such as digestion and the homeostasis, destruction and repair of tissues. Over the past few years, the hormone-like properties of circulating proteinases have become increasingly appreciated. Some proteolytic enzymes trigger cell signalling via proteinase-activated receptors, a family of G protein-coupled receptors that have been implicated in inflammation and pain in inflammatory arthritis. Proteinases can also regulate ion flux owing to the cross-sensitization of transient receptor potential cation channel subfamily V members 1 and 4, which are associated with mechanosensing and pain. In this Review, the idea that proteinases have the potential to orchestrate inflammatory signals by interacting with receptors on cells within the synovial microenvironment of an inflamed joint is revisited in three arthritic diseases: osteoarthritis, spondyloarthritis and rheumatoid arthritis. Unanswered questions are highlighted and the therapeutic potential of modulating this proteinase-receptor axis for the management of disease in patients with these types of arthritis is also discussed.","Nature reviews. Rheumatology",NA,NA
"60","29416060","Repeated Measures of Blood and Breath Ammonia in Response to Control, Moderate and High Protein Dose in Healthy Men.","Ammonia physiology is important to numerous disease states including urea cycle disorders and hepatic encephalopathy. However, many unknowns persist regarding the ammonia response to common and potentially significant physiologic influences, such as food. Our aim was to evaluate the dynamic range of ammonia in response to an oral protein challenge in healthy participants. We measured blood and breath ammonia at baseline and every hour for 5.5<U+2009>hours. Healthy men (N<U+2009>=<U+2009>22, aged 18 to 24 years) consumed a 60<U+2009>g protein shake (high dose); a subset of 10 consumed a 30<U+2009>g protein shake (moderate dose) and 12 consumed an electrolyte drink containing 0<U+2009>g protein (control). Change in blood ammonia over time varied by dose (p<U+2009>=<U+2009>0.001). Difference in blood ammonia was significant for control versus high (p<U+2009>=<U+2009>0.0004) and moderate versus high (p<U+2009>=<U+2009>0.03). Change in breath ammonia over time varied by dose (p<U+2009>&lt;<U+2009>0.0001). Difference in breath ammonia was significant for control versus moderate (p<U+2009>=<U+2009>0.03) and control versus high (p<U+2009>=<U+2009>0.0003). Changes in blood and breath ammonia were detectable by fast, minimally-invasive (blood) or non-invasive (breath) point-of-care ammonia measurement methods. These pilot data may contribute to understanding normal ammonia metabolism. Novel measurement methods may aid research into genetic and metabolic ammonia disorders.","Scientific reports","8","1"
"61","29416044","A small molecule inhibitor of Rheb selectively targets mTORC1 signaling.","The small G-protein Rheb activates the mechanistic target of rapamycin complex 1 (mTORC1) in response to growth factor signals. mTORC1 is a master regulator of cellular growth and metabolism; aberrant mTORC1 signaling is associated with fibrotic, metabolic, and neurodegenerative diseases, cancers, and rare disorders. Point mutations in the Rheb switch II domain impair its ability to activate mTORC1. Here, we report the discovery of a small molecule (NR1) that binds Rheb in the switch II domain and selectively blocks mTORC1 signaling. NR1 potently inhibits mTORC1 driven phosphorylation of ribosomal protein S6 kinase beta-1 (S6K1) but does not inhibit phosphorylation of AKT or ERK. In contrast to rapamycin, NR1 does not cause inhibition of mTORC2 upon prolonged treatment. Furthermore, NR1 potently and selectively inhibits mTORC1 in mouse kidney and muscle in vivo. The data presented herein suggest that pharmacological inhibition of Rheb is an effective approach for selective inhibition of mTORC1 with therapeutic potential.","Nature communications","9","1"
"62","29415736","Uterine Foxl2 regulates the adherence of the Trophectoderm cells to the endometrial epithelium.","BACKGROUND: Forkhead Transcription Factor L2 (FOXL2) is a member of the forkhead family with important roles in reproduction. Recent studies showed that FOXL2 is expressed in human and bovine endometrium and that its levels fluctuate during pregnancy. In this study, we aimed at evaluating the expression and function of FOXL2 in embryo implantation.METHODS: Mouse uteri at different days of pregnancy were isolated and analyzed for the expression and localization of FOXL2. A lentiviral strategy was further employed to either knockdown or overexpress FOXL2 in non-receptive human endometrial AN3-CA cells and in receptive Ishikawa cells, respectively. These genetically modified cells were compared to cells infected with a control lentivirus to determine the function of FOXL2 in trophectoderm cells adherence to Endometrial Epithelium was associated with the expression of genes known to be involved in acquisition of uterine receptivity.RESULTS: We report that FOXL2 is expressed in both, the luminal epithelium and the myometrium of the mouse uterus and that its expression declines prior to implantation. We found that endometrial cells expressing low FOXL2 levels, either endogenous or genetically manipulated, were associated with a higher attachment rate of mouse blastocysts or human Jeg3 spheroids and mouse blastocysts. In accordance, low-FOXL2 levels were associated with changes in the expression level of components of the Wnt/Fzd and apoptotic pathways, both of which are involved in uterine receptivity. Furthermore, FOXL2 expression was inversely correlated with G-protein signaling protein 2 (Rgs2) and cytokine expression.CONCLUSIONS: These results suggest that FOXL2 interferes with embryo attachment. Better understanding of the function of FOXL2 in the uterus would possibly suggest novel strategies for treatment of infertility attributed to repeated implantation failure.","Reproductive biology and endocrinology : RB&amp;E","16","1"
"63","29415496","Design, Synthesis and in Combo Antidiabetic Bioevaluation of Multitarget Phenylpropanoic Acids.","","Molecules (Basel, Switzerland)","23","2"
"64","29415440","Revisiting the Therapeutic Potential of Bothrops jararaca Venom: Screening for Novel Activities Using Connectivity Mapping.","","Toxins","10","2"
"65","29414686","Kynurenic Acid and Gpr35 Regulate Adipose Tissue Energy Homeostasis and Inflammation.","The role of tryptophan-kynurenine metabolism in psychiatric disease is well established, but remains less explored in peripheral tissues. Exercise training activates kynurenine biotransformation in skeletal muscle, which protects from neuroinflammation and leads to peripheral kynurenic acid accumulation. Here we show that kynurenic acid increases energy utilization by activating G protein-coupled receptor Gpr35, which stimulates lipid metabolism, thermogenic, and anti-inflammatory gene expression in adipose tissue. This suppresses weight gain in animals fed a high-fat diet and improves glucose tolerance. Kynurenic acid and Gpr35 enhance Pgc-1a1 expression and cellular respiration, and increase the levels of Rgs14 in adipocytes, which leads to enhanced beta-adrenergic receptor signaling. Conversely, genetic deletion of Gpr35 causes progressive weight gain and glucose intolerance, and sensitizes to the effects of high-fat diets. Finally, exercise-induced adipose tissue browning is compromised in Gpr35 knockout animals. This work uncovers kynurenine metabolism as a pathway with therapeutic potential to control energy homeostasis.","Cell metabolism","27","2"
