"","PubmedID","Title","Abstract","Journal","Volume","Issue"
"52","29438990","Nuclear receptor LRH-1 functions to promote castration-resistant growth of prostate cancer via its promotion of intratumoral androgen biosynthesis.","Targeting of steroidogenic enzymes (e.g. abiraterone acetate targeting CYP17A1) has been developed as a novel therapeutic strategy against metastatic castration-resistant prostate cancer (CRPC). However, resistance to steroidal inhibitors inevitably develops in patients, the mechanisms of which remain largely unknown. Liver receptor homolog-1 (LRH-1, NR5A2) is a nuclear receptor, originally characterized as an important regulator of some liver-specific metabolic genes. Here we report that LRH-1, which exhibited an increased expression pattern in high-grade prostate cancer and CRPC xenograft models, functions to promote de novo androgen biosynthesis via its direct transactivation of several key steroidogenic enzyme genes, elevating intratumoral androgen levels and reactivating AR signaling in CRPC xenografts as well as abiraterone-treated CRPC tumors. Pharmacological inhibition of LRH-1 activity attenuated LRH-1-mediated androgen deprivation and antiandrogen resistance of prostate cancer cells. Our findings not only demonstrate the significant role of LRH-1 in the promotion of intratumoral androgen biosynthesis in CRPC via its direct transcriptional control of steroidogenesis but also suggest targeting LRH-1 could be a potential therapeutic strategy for CRPC management.","Cancer research",NA,NA
"53","29438989","Mitotic Phosphorylation of SENP3 Regulates De-SUMOylation of Chromosome-Associated Proteins and Chromosome Stability.","Progression of mitotic cell cycle as well as chromosome condensation and segregation are controlled by posttranslational protein modifications such as phosphorylation and SUMOylation. However, how SUMO isopeptidases (SENP) regulate cell mitotic procession is largely unknown. Here we demonstrate that precise phosphorylation of SENP3 during mitosis suppresses SENP3 de-SUMOylation activity towards chromosome-associated proteins including Topoisomerase IIa (Topo IIa). Cyclin B-dependent kinases 1 (CDK1) and protein phosphatase 1a (PP1a) were identified as the kinase and phosphatase in control of mitotic SENP3 phosphorylation, respectively. SENP3 phosphorylation decreased its interaction with TopoIIa, resulting in reduced SENP3 de-SUMOylation activity on Topoisomerase IIa. Furthermore, we observed mitotic arrest, increased chromosome instability, and promotion of tumorigenesis in cells expressing a non-phosphorylatable SENP3 mutant. These data show that SENP3 phosphorylation plays a crucial role in regulating the SUMOylation of chromosome-associated proteins as well as chromosome stability in mitosis.","Cancer research",NA,NA
"54","29438985","Inhibition of DDR1-BCR signalling by nilotinib as a new therapeutic strategy for metastatic colorectal cancer.","","EMBO molecular medicine",NA,NA
"55","29438979",NA,"","EMBO reports",NA,NA
"56","29438967","Children could keep the healthcare community on its toes.","","BMJ (Clinical research ed.)","360",NA
"57","29438965",NA,"","Cold Spring Harbor molecular case studies",NA,NA
"58","29438962","The Little Prince: is not a glimpse into the world of autism.","","Archives of disease in childhood",NA,NA
"59","29438959","Retrospective analysis of the national impact of industrial action by English junior doctors in 2016.","OBJECTIVES: To examine the impacts of the four episodes of industrial action by English junior doctors in early 2016.DESIGN: Descriptive retrospective study of admitted patient care, accident and emergency (A&amp;E) and outpatient activity in English hospitals.SETTING: All hospitals across England.PARTICIPANTS: All patients who attended A&amp;E or outpatient appointments or those who were admitted to hospital during the 3-week period surrounding each of the four strikes (12 January, 10 February, 9-10 March and 26-27 April, excluding weekends).MAIN OUTCOME MEASURES: Raw numbers and percentage changes of outpatient appointments and cancellations, A&amp;E visits, admitted patients and all inhospital mortality on strike days compared with patient activity on the same weekday in the weeks before and after the strikes.RESULTS: There were 3.4<U+2009>million admissions, 27<U+2009>million outpatient appointments and 3.4<U+2009>million A&amp;E attendances over the four 3-week periods analysed. Across the four strikes, there were 31<U+2009>651 fewer admissions (-9.1%), 23<U+2009>895 fewer A&amp;E attendances (-6.8%) and 173<U+2009>462 fewer outpatient appointments (-6.0%) than expected. Additionally, 101<U+2009>109 more outpatient appointments were cancelled by hospitals than expected (+52%). The 26-27 April strike, where emergency services were also affected, showed the largest impacts on regular service. Mortality did not measurably increase on strike days. Regional analysis showed that services in the Yorkshire and the Humber region were disproportionately more affected by the industrial action.CONCLUSIONS: Industrial action by junior doctors during early 2016 caused a significant impact on the provision of healthcare provided by English hospitals. We also observed regional variations in how these strikes affected providers.","BMJ open","8","1"
"60","29438938","Th17 cells regulate the production of CXCL1 in breast cancer.","Recently, the link between inflammation and cancer has been targeted for the prevention or treatment of malignant tumours. We aimed to investigate the relationship between Th17 cells and CXCL1 in breast cancer and the biological effects of CXCL1 on breast cancer. In vivo, the Th17 cell frequency in the peripheral blood was determined by flow cytometry. Secretion of IL-17 and CXCL1 in the blood serum was determined by enzyme-linked immunosorbent assay (ELISA). Expression of IL-17A and CXCL1 mRNA was determined by qRT-PCR. In vitro, the effects of Th17/CXCL1 during breast cancer were assessed in the human breast cancer cell lines MCF-7 and MDA-MB-231. Cell proliferation was measured using the CCK8 assay. Cell invasion and migration ability were assessed using a transwell cell invasion and wound- healing assay. In vivo, Th17 cells and CXCL1 were increased in breast cancer patients. Moreover, their changes were correlated in breast cancer cells. Th17 cells upregulate the production of CXCL1 during breast cancer progression. CXCL1, which is produced by breast cancer cells, can promote cancer growth and development, and may also point to a specific histogenetic pathway.","International immunopharmacology","56",NA
"61","29438936","Combined seven miRNAs for early hepatocellular carcinoma detection with chronic low-dose exposure to microcystin-LR in mice.","Aberrant miRNA expression has been detected in various tumor tissues, which may be considered as a marker for early cancer diagnosis. One miRNA has multiple downstream target genes, which can be regulated by multiple upstream other miRNAs. Hence, this dynamic regulation is likely characterized by volatility, and thus, finding the appropriate time point for tests becomes essential for the use of miRNAs as an early marker of tumor diagnosis. In this study, we established a chronic liver cancer progression model in mice by using low doses of the harmful substance microcystin-LR (MC-LR). On the basis of miRNAs microarray assay, we further tested seven miRNAs that showed characteristic expression changes in pre-hepatocarcinogenesis. Our results showed that the levels of four miRNAs (miR-122-5p, miR-125-5p, miR-199a-5p, and miR-503-5p) decreased dramatically, whereas those of two miRNAs (miR-222-5p and miR-590-5p) increased significantly in the early stages, which were all accompanied by an increase in atypia of hepatocytes. MiR-490-5p was a sensitive molecular, suitable only for evaluation of pathological changes in young mice. Therefore the combination the seven of miRNAs for a set may prove to be an effective method in healthy assessment of environmental toxicants for detection of hepatocarcinogenesis caused by hazardous materials.","The Science of the total environment","628-629",NA
"62","29438925","Exploring determinants of care-seeking behaviour of oral cancer patients in India: A qualitative content analysis.","BACKGROUND: A major public health concern in India is the high morbidity and mortality rates of oral cancer because of late diagnosis. Among the several determinants of this late diagnosis, the most important is the healthcare-seeking behaviour of the oral cancer patients. The aim of this study was to explore the care-seeking behaviour and its determinants among oral cancer patients.METHODS: A face-to-face in-depth interview was conducted among 70 oral cancer patients using a semi-structured questionnaire, and qualitative content analysis of the results was performed.RESULTS: All the patients had squamous-cell carcinoma and none had attended any screening programme. The most common site affected was the buccal mucosa with a non-healing wound. Most of the patients contacted a doctor available nearby; only 7% of patients consulted a dentist. Only one patient approached a traditional healer. The median patient delay was 30 (4-365) days and the professional delay was 40 (4-650) days. Enablers included determinants such as increasing symptoms (80%), influence of the society (74%), fear (10%), and social media (3%). The main barriers were lack of awareness (97%), hope that the lesion will heal spontaneously (90%), lack of perception of seriousness (64%), financial constraints (55%), provider switching (47%), and missed diagnosis (44%).CONCLUSION: The care-seeking path among oral cancer patients is complex, customised, and influenced by multiple patient-related and system-related factors.","Cancer epidemiology","53",NA
"63","29438924","Chemotherapy is administered to a minority of hospitalized patients with diffuse large B-cell lymphoma and is associated with less likelihood of death during hospitalization.","BACKGROUND: While treatment of DLBCL is largely outpatient, some patients require planned or unplanned admissions for chemotherapy, new diagnosis, relapse, or toxicity. We examined risk factors for receipt of inpatient chemotherapy and death during hospitalization.METHODS: We analyzed data from the 2012-2013 HCUP-NIS. We identified patient and hospital characteristics that were associated with chemotherapy administration and death.RESULTS: Chemotherapy was given in 3260/11,150 (29.2%) of hospitalizations. Younger age, urban teaching hospitals, fewer chronic conditions, male sex, non-Medicare insurance, and &quot;less likelihood of dying&quot; were associated with chemotherapy. Chemotherapy portended lower odds of death; older age and longer hospitalizations were associated with increased odds of death.CONCLUSION: We identified socio-demographics and clinical characteristics associated with inpatient chemotherapy in DLBCL patients. Chemotherapy is associated with lower odds of death during hospitalization, suggesting that most chemotherapy is given appropriately to non-critically ill patients. Clinical acuity is a stronger predictor of death than socio-demographics.","Cancer epidemiology","53",NA
"64","29438908","In situ monitoring of PTHLH secretion in neuroblastoma cells cultured onto nanoporous membranes.","In this work, we propose for the first time the use of anodic aluminum oxide (AAO) nanoporous membranes for in situ monitoring of parathyroid hormone-like hormone (PTHLH) secretion in cultured human cells. The biosensing system is based on the nanochannels blockage upon immunocomplex formation, which is electrically monitored through the voltammetric oxidation of Prussian blue nanoparticles (PBNPs). Models evaluated include a neuroblastoma cell line (SK-N-AS) and immortalized keratinocytes (HaCaT) as a control of high PTHLH production. The effect of total number of seeded cells and incubation time on the secreted PTHLH levels is assessed, finding that secreted PTHLH levels range from approximately 60 to 400<U+202F>ng/mL. Moreover, our methodology is also applied to analyse PTHLH production following PTHLH gene knockdown upon transient cell transfection with a specific silencing RNA (siRNA). Given that inhibition of PTHLH secretion reduces cell proliferation, survival and invasiveness in a number of tumors, our system provides a powerful tool for the preclinical evaluation of therapies that regulate PTHLH production. This nanoporous membrane - based sensing technology might be useful to monitor the active secretion of other proteins as well, thus contributing to characterize their regulation and function.","Biosensors &amp; bioelectronics","107",NA
"65","29438906","Alteration in the serum concentrations of FGF19, FGFR4 and ßKlotho in patients with thyroid cancer.","INTRODUCTION: ßKlotho (ßKL) is known to act as co-receptor for fibroblast growth factor receptor 4 (FGFR4) which is the main cognate receptor for fibroblast growth factor 19 (FGF19). Dysregulation of this FGF19/FGFR4/ßKL signaling axis has been implicated in the pathogenesis of several cancers. However, its role in the pathogenesis of thyroid cancer has not been determined.MATERIALS AND METHODS: The aim of this study was to assess FGF19, FGFR4 and ßKL concentrations in a group of 36 patients with papillary thyroid cancer (PTC), 11 patients with follicular thyroid cancer (FTC), 9 patients with anaplastic thyroid cancer (ATC) and a group of 19 subjects with multinodular nontoxic goiter (MNG). The control group consisted of 20 healthy volunteers. Serum FGF19, FGFR4 and ßKL concentrations were measured using specific ELISA methods.RESULTS: Significantly lower concentrations of ßKL and higher concentrations of FGF19 were found in patients with PTC, FTC and ATC as compared with MNG group and controls. An elevation of FGFR4 serum concentration was observed in all thyroid cancer groups in comparison to MNG group and controls; however, in FTC group it was statistically insignificant. A positive correlation was found between ßKL and FGFR4 concentrations in PTC patients. The levels of ßKL, FGF19 and FGFR4 did not differ significantly between MNG group and healthy controls.CONCLUSIONS: Our results indicate that a disrupted FGF19/FGFR4/ßKL signaling pathway may play a role in the development of thyroid cancers. However, further studies are needed to elucidate the molecular mechanism of the neoplastic transition of thyroid epithelial cells.","Cytokine","105",NA
"66","29438901","Role of radical pairs and feedback in weak radio frequency field effects on biological systems.","","Environmental research","163",NA
"67","29438898","Current and ideal skin tone: Associations with tanning behavior among sexual minority men.","Sexual minority men have high rates of skin cancer, yet little is known about skin cancer risk behaviors in this population. It was hypothesized that current skin tone would moderate the association between darker ideals and tanning behaviors. Data were collected online from 231 sexual minority men in San Diego, United States of America, with a mean age of 24.66 (SD<U+202F>=<U+202F>5.44). Ideal and current skin tone ratings and indoor and outdoor tanning behaviors were assessed. Darker ideals were significantly associated with increased indoor and outdoor tanning. The effect of darker ideals on tanning was strongest among individuals with lighter current skin tone, indicating a significant interaction. Sexual minority men whose perceived skin tone did not match their ideal were more likely to engage in skin cancer risk behaviors. Future skin cancer prevention programs aimed at sexual minority men may consider techniques that modify ideal skin tone internalization.","Body image","25",NA
"68","29438891","Synthesis and pharmacological evaluation of 6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline derivatives as sigma-2 receptor ligands.","","European journal of medicinal chemistry","147",NA
"69","29438890","Flavonoids from Chinese bayberry leaves induced apoptosis and G1 cell cycle arrest via Erk pathway in ovarian cancer cells.","Ovarian cancer is one of the leading causes of death related to the female reproductive system in western countries. Adverse side effects and resistance to platinum based chemotherapy have become the major obstacles for ovarian cancer treatment. Natural products have gained great attention in cancer treatment in recent years. Chinese bayberry leaves flavonoids (BLF) containing rich content of myricitrin (myricetin 3-O-rhamnoside) and a part of quercetrin (quercetin 3-rhamnoside) inhibited the growth of an ovarian cancer cell line A2780/CP70. Such inhibitory effects might be due to the induction of apoptosis and G1 cell cycle arrest. BLF treatment increased the expression of cleaved caspase-3 and -7 and induced apoptosis via a Erk-dependent caspase-9 activation intrinsic apoptotic pathway by up-regulating the pro-apoptotic proteins (Bad and Bax) and down-regulating the anti-apoptotic proteins (Bcl-xL and Bcl-2), which were also in consistency with the results from Hoechst 33342 staining and flow cytometry analysis. Furthermore, by reducing the expression of cyclin D1 and CDK4 and p-Erk, BLF elevated the distribution of G1 phase in cell cycle and thus caused G1 cell cycle arrest. Overall, these results indicated that BLPs could be a valuable resource of natural compound for ovarian cancer treatment.","European journal of medicinal chemistry","147",NA
"70","29438889","Recent progress in potential anti-hepatitis B virus agents: Structural and pharmacological perspectives.","Hepatitis B virus (HBV) infections affect about 240 million patients worldwide and increase the risk of liver cirrhosis and hepatocellular carcinoma. It is estimated that about 686 thousand people died annually of liver damage resulted from HBV infections. At present, two classes of antiviral drugs have been approved by the Food and Drug Administration (FDA) for the treatment of hepatitis B, immunomodulators (interferon [IFN]-a and pegylated-interferon [PEG-IFN]-a) and nucleos(t)ide analogs (lamivudine, telbivudine, adefovir, tenofovir [TDF], and entecavir [ETV]). However, it still remains a daunting challenge for curing HBV, because of the low sustained response rates (20-30%) and many side effects of IFN and peg-IFN. Although nucleoside analogues are well tolerated and exhibit an early and potent antiviral effect, the selection of resistant mutants and nephrotoxicity during long-term therapy limit their use. Here, we focus on summarizing the currently approved anti-HBV drugs and characterization of novel HBV inhibitors and analysing their structures, targets, anti-HBV effects and mechanisms of action, which may shed new light on the discovery of small compounds as potential anti-HBV drugs for treatment of HBV.","European journal of medicinal chemistry","147",NA
"71","29438880","Glucose &amp; oxygen exhausting liposomes for combined cancer starvation and hypoxia-activated therapy.","","Biomaterials","162",NA
"72","29438868","Investigation of the reverse effect of Danhong injection on doxorubicin-induced cardiotoxicity in H9c2 cells: Insight by LC-MS based non-targeted metabolomic analysis.","Although Danhong injection (DHI) has been clearly shown to attenuate ischemic myocardial injury and improve heart function, there is no research regarding its role in doxorubicin (DOX)-induced cardiomyopathy. In this study, we aimed to investigate the reverse effect of DHI on DOX-induced cardiotoxicity in H9c2 cells. The results of 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide (MTT) assay demonstrated that DHI had no cytotoxicity towards the relevant cell line unless the concentration was as high as 50<U+202F>µL/mL. The satisfactory cardioprotective effect of DHI exerted at the concentration of 10<U+202F>µL/mL, which agreed well with the result of real-time cell viability assay. Then non-targeted metabolomics based on LC-MS was employed to characterize metabolic alterations in DOX-induced cells with DHI treatment. Multivariate analysis, including PCA and PLS-DA, revealed 31 altered metabolites after DOX treatment that were primarily related to the disturbance of amino acids and nucleotides metabolism. While DHI could intervene in some disturbed metabolic pathways, such as the metabolism of arginine, glutathione (GSH), pantothenic acid, cytidine, inosine and 5'-methylthioadenosine. These results suggested that DHI exerted the therapeutic effect by improving energy metabolism and attenuating oxidative stress. The present study can lay a foundation for further research on the promising therapeutic effect of DHI in managing DOX-induced cardiotoxicity.","Journal of pharmaceutical and biomedical analysis","152",NA
"73","29438839","Sirtuin7 has an oncogenic potential via promoting the growth of cholangiocarcinoma cells.","Accumulating evidence indicates that sirtuin7 (SIRT7) plays an oncogenic role in the main types of liver cancer, hepatocellular carcinoma (HCC). Nevertheless, the clinical significance of SIRT7 and its role in cholangiocarcinoma (CCA) is largely undiscovered. Here, we found that SIRT7 displayed higher expression in CCA tissues compared to intrahepatic normal bile duct and surrounding liver tissues based on The Cancer Genome Atlas (TCGA) data. Our data further confirmed that SIRT7 was overexpressed in CCA patient tissues and cell lines. Clinical analysis revealed that high SIRT7 expression was correlated with large tumor size and advanced tumor-node-metastasis (TNM) stage. Furthermore, SIRT7 overexpression independently predicted poor prognosis of CCA patients. Functionally, we demonstrated that SIRT7 knockdown suppressed proliferation and cell cycle progression of HUCCT1 cells in vitro and in vivo. SIRT7 restoration promoted the growth of QBC-939 cells. Mechanistically, SIRT7 reduced p21 expression and increased the levels of Cyclin D1 and cyclin dependent kinase 2 (CDK2) in CCA cells. Furthermore, microRNA-125b-5p (miR-125b-5p) was recognized as a direct negative regulator of SIRT7 and reduced SIRT7 abundance in CCA cells. Notably, miR-125b-5p restoration showed similar effects to SIRT7 knockdown on the growth of CCA cells. Taken together, we demonstrate for the first time that miR-125b-5p regulation of SIRT7 functions as an oncogene and a potential prognostic biomarker in CCA.","Biomedicine &amp; pharmacotherapy = Biomedecine &amp; pharmacotherapie","100",NA
"74","29438828","Bi-clustering of metabolic data using matrix factorization tools.","Metabolic phenotyping technologies based on Nuclear Magnetic Spectroscopy (NMR) and Mass Spectrometry (MS) generate vast amounts of unrefined data from biological samples. Clustering strategies are frequently employed to provide insight into patterns of relationships between samples and metabolites. Here, we propose the use of a non-negative matrix factorization driven bi-clustering strategy for metabolic phenotyping data in order to discover subsets of interrelated metabolites that exhibit similar behaviour across samples. The proposed strategy incorporates bi-cross validation and statistical segmentation techniques to automatically determine the number and structure of bi-clusters. This alternative approach is in contrast to the widely used conventional clustering approaches that incorporate all molecular peaks for clustering in metabolic studies and require a priori specification of the number of clusters. We perform the comparative analysis of the proposed strategy with other bi-clustering approaches, which were developed in the context of genomics and transcriptomics research. We demonstrate the superior performance of the proposed bi-clustering strategy on both simulated (NMR) and real (MS) bacterial metabolic data.","Methods (San Diego, Calif.)",NA,NA
"75","29438820","Intraoperative hippocampal electrocorticography frequently captures electrographic seizures and correlates with hippocampal pathology.","OBJECTIVE: Relationship between electrographic seizures on hippocampal electrocorticography (IH-ECoG) and presence/type of hippocampal pathology remains unclear.METHODS: IH-ECoG was recorded for 10-20<U+202F>min from the ventricular surface of the hippocampus following removal of the temporal neocortex in 40 consecutive patients. Correlation between intraoperative hippocampal seizures and preoperative MRI, hippocampal histopathology, and EEG from invasive monitoring was determined.RESULTS: IH-ECoG captured electrographic seizures in 15/40 patients (in 8/23 with abnormal hippocampal signal on MRI and 7/17 patients without MRI abnormality). Hippocampal neuronal loss was observed in 22/40 (Group 1), while 18/40 had no significant neuronal loss (Group 2). In Group 1, 4/22 had seizures on IH-ECoG, while 11/18 had electrographic seizures in Group 2. In 24/40 patients who underwent prolonged extraoperative intracranial EEG (IC-EEG) recording, hippocampal seizures were captured in 14. Of these, 7 also had seizures during IH-ECoG. In 10/24 IC-EEG patients without seizures, 3 had seizures on IH-ECoG.CONCLUSIONS: IH-ECoG frequently captures spontaneous electrographic seizures. These are more likely to occur in patients with pathologic processes that do not disrupt/infiltrate hippocampus compared to patients with intractable epilepsy associated with disrupted hippocampal architecture.SIGNIFICANCE: Intraoperative hippocampal seizures may result from deafferentation from the temporal neocortex and disinhibition of the perforant pathway.","Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology","129","4"
"76","29438788","Cerebellar Peduncle Localized Oligodendroglioma: A Case Report and Review of the Literature.","BACKGROUND: Oligodendrogliomas constitute 5% of all primary brain tumors and are the third most common cancer among intracranial tumors. More than 90% of oligodendrogliomas have supratentorial localization. Oligodendrogliomas arising in cerebellar peduncle are substantially rare even less than 1%. Up to now, six oligodendroglioma cases with cerebellar peduncle localization have been presented. We aimed to discuss our WHO grade II oligodendroglioma case which originated from cerebellar peduncle in the light of literature.CASE DESCRIPTION: We report a case of 43-year-old woman. Her complaints were headache, perioral numbness and gait abnormality. MRI revealed cyst-like well-demarcated lesion localized in right cerebellar peduncle. Tumor excision was performed by turning around the tumor.CONCLUSION: It should be kept in mind that oligodendrogliomas may be present as cerebellar peduncle localized tumors.","World neurosurgery",NA,NA
"77","29438784","Novel antibody-cytokine fusion proteins featuring granulocyte-colony stimulating factor, interleukin-3 and interleukin-4 as payloads.","Neutrophils can strongly influence disease activity in cancer and in chronic inflammation. Here, we report for the first time the construction and characterization of antibody-fusion proteins featuring granulocyte-colony stimulating factor and interleukin-3 as payloads capable of enhancing neutrophil activity and a novel antibody-interleukin-4 fusion protein with neutrophil inhibitory potential. We used the F8 antibody specific to the alternatively-spliced extra domain A (EDA) of fibronectin as a targeting agent, since the cognate antigen is strongly upregulated in diseases characterized by angiogenesis. The fusion proteins GCSF-F8, F8-IL3 and F8-IL4-F8, were cloned, expressed, and their targeting ability assessed, exhibiting preferential tumor uptake with tumor:blood ratios at 24 hours after injection of 3.3, 18.2 and 27.3, respectively. In F9 tumor bearing-mice GCSF-F8 and F8-IL3 did not provide a therapeutic benefit, while F8-IL4-F8 showed a potent tumor growth retardation. In the collagen-induced model of arthritis, GCSF-F8 and F8-IL3 induced a worsening of the disease, while F8-IL4-F8 slowed arthritis progression but, surprisingly, exhibited substantial toxicity when used in combination with dexamethasone. Collectively, the results indicate that the novel fusion proteins could be expressed and efficiently delivered to the site of disease. However, they were not superior to other antibody-cytokine fusions previously described by our laboratory.","Journal of biotechnology",NA,NA
"78","29438779","Down-regulation of miRNA-320c promotes Tumor growth and Metastasis and Predicts Poor Prognosis in Human Glioma.","Emerging studies show that dysregulated miRNAs are implicated in tumorigenesis and progression of various cancers. MiRNA-320c, an important member of miRNA-320 family, was characterized as a new candidate miRNA that suppressed the development of colorectal cancer and bladder cancer. However, the function of miRNA-320c in human glioma remained unclear. Here, we found that miRNA-320c was significantly down-regulated in glioma tissues and cell lines in contrast with normal brain tissues, being tightly related to clinical stage of glioma by qRT-PCR. Moreover, Kaplan-Meier analysis demonstrated that patients with low miRNA-320c expression had a shorter survival. Multivariate Cox regression analysis indicated that miRNA-320c could serve as an independent poor prognostic factor for patients with glioma. Functionally, overexpression of miRNA-320c could dramatically inhibit glioma cell proliferation, migration and invasion, as well as promote apoptosis. Further analysis indicated that overexpression of miRNA-320c dramatically led to the G0/G1 phase arrest and correspondingly decreased the percentage of S phase cells by suppressing the expression of G1/S transition key regulators, such as Cyclin D1 and CDK6. Additionally, up-regulation of miRNA-320c could significantly impair migration and invasion of glioma cells via reducing the expression of MMP2, MMP9, N-cadherin and Integrin ß1. Collectively, our data revealed that miRNA-320c played a crucial role in the carcinoma processes of glioma and might serve as a new prognosis biomarker and therapeutic target of glioma.","Brain research bulletin",NA,NA
"79","29438768","Commentary: Skin cancer in the military.","","Journal of the American Academy of Dermatology",NA,NA
"80","29438767","Diagnosis and Management of Pemphigus: recommendations by an International Panel of Experts.","BACKGROUND: Several European countries recently developed international diagnostic and management guidelines for pemphigus, which have been instrumental in the standardization of pemphigus management, OBJECTIVE: We now present results from a subsequent Delphi consensus to broaden the generalizability of recommendations.METHODS: A preliminary survey, based on the European Dermatology Forum (EDF) and the European Academy of Dermatology and Venereology (EADV) guidelines, was sent to a panel of international experts to determine the level of consensus. The results were discussed at the International Bullous Diseases Consensus Group in March 2016 during the annual American Academy of Dermatology (AAD) conference. A second survey was sent following the meeting to more experts to achieve greater international consensus.RESULTS: The 39 experts participated in the first round of the Delphi-survey while 54 from 21 countries completed the second round. The number of statements in the survey was reduced from 175 topics in Delphi I to 24 topics in Delphi II based on Delphi results and meeting discussion.LIMITATIONS: Each recommendation represents the majority opinion and therefore may not reflect all possible treatment options available.CONCLUSIONS: We present here the recommendations resulting from this Delphi process. This international consensus includes intravenous CD20 inhibitors as a first line therapy option for moderate to severe pemphigus.","Journal of the American Academy of Dermatology",NA,NA
"81","29438745","An automated epifluorescence microscopy imaging assay for the identification of phospho-AKT level modulators in breast cancer cells.","AKT is an enzyme of the PI3K/pAKT pathway, regulating proliferation and cell survival. High basal levels of active, phosphorylated AKT (pAKT) are associated with tumor progression and therapeutic resistance in some breast cancer subtypes, including HER2 positive breast cancers. Various stimuli can increase pAKT levels and elevated basal pAKT levels are a feature of PTEN-deficient breast cancer cell lines. The aim of this study was to develop an assay able to identify modulators of pAKT levels using an automated epifluorescence microscope and high content analysis. To develop this assay, we used HCC-1569, a PTEN-deficient, HER2-overexpressing breast cancer cell line with elevated basal pAKT levels. HCC-1569 cells were treated with a selective pharmacological inhibitor of AKT (MK-2206) to reduce basal pAKT levels or EGF to increase pAKT levels. Immunofluorescence images were acquired using an automated epifluorescence microscope and integrated intensity of cytoplasmic pAKT staining was calculated using high content analysis software. Mean and median integrated cytoplasmic intensity were normalized using fold change and standard score to assess assay quality and to identify most robust data analysis. The highest z' factor was achieved for median data normalization using the standard score method (z'<U+202F>=<U+202F>0.45). Using our developed assay we identified the calcium homeostasis regulating proteins TPRV6, STIM1 and TRPC1 as modulators of pAKT levels in HCC-1569 cells. Calcium signaling controls a diverse array of cellular processes and some calcium homeostasis regulating proteins are involved in modulating pAKT levels in cancer cells. Thus, these identified hits present promising targets for further assessment.","Journal of pharmacological and toxicological methods",NA,NA
"82","29438734","Impaired PARP activity in response to the ß-adrenergic receptor agonist isoproterenol.","","Toxicology in vitro : an international journal published in association with BIBRA",NA,NA
"83","29438729","Hyaluronan chemistries for three-dimensional matrix applications.","Hyaluronan is a ubiquitous constituent of mammalian extracellular matrices and, because of its excellent intrinsic biocompatibility and chemical modification versatility, has been widely employed in a multitude of biomedical applications. In this article, we will survey the approaches used to tailor hyaluronan to specific needs of tissue engineering, regenerative and reconstructive medicine and overall biomedical research. We will also describe recent examples of applications in these broader areas, such as 3D cell culture, bioprinting, organoid biofabrication, and precision medicine that are facilitated by the use of hyaluronan as a biomaterial.","Matrix biology : journal of the International Society for Matrix Biology",NA,NA
"84","29438723","Discovery and Development of ODM-204: A Novel Nonsteroidal Compound for the Treatment of Castration-Resistant Prostate Cancer by blocking the Androgen Receptor and Inhibiting CYP17A1.","We report the discovery of a novel nonsteroidal dual-action compound, ODM-204, that holds promise for treating patients with castration-resistant prostate cancer (CRPC), an advanced form of prostate cancer characterised by high androgen receptor (AR) expression and persistent activation of the AR signaling axis by residual tissue androgens. For ODM-204, has a dual mechanism of action. The compound is anticipated to efficiently dampen androgenic stimuli in the body by inhibiting CYP17A1, the prerequisite enzyme for the formation of dihydrotestosterone (DHT) and testosterone (T), and by blocking AR with high affinity and specificity. In our study, ODM-204 inhibited the proliferation of androgen-dependent VCaP and LNCaP cells in vitro and reduced significantly tumour growth in a murine VCaP xenograft model in vivo. Intriguingly, after a single oral dose of 10-30 mg/kg, ODM-204 dose-dependently inhibited adrenal and testicular steroid production in sexually mature male cynomolgus monkeys. Similar results were obtained in human chorionic gonadotropin-treated male rats. In rats, leuprolide acetate-mediated (LHRH agonist) suppression of the circulating testosterone levels and decrease in weights of androgen-sensitive organs was significantly and dose-dependently potentiated by the co-administration of ODM-204. ODM-204 was well tolerated in both rodents and primates. Based on our data, ODM-204 could provide an effective therapeutic option for men with CRPC.","The Journal of steroid biochemistry and molecular biology",NA,NA
"85","29438722",NA,"","The Journal of steroid biochemistry and molecular biology",NA,NA
"86","29438713","Synergistic tumoricidal effect of combined hPD-L1 vaccine and HER2 gene vaccine.","","Biochemical and biophysical research communications",NA,NA
